id,filename,full_text,confidence,audio_duration_seconds,word_count,is_sales,is_rebuttal,is_obj,redacted_pii_policies
conv_20250813073921_5753,synthetic_20250325_8799.json,"Dzień dobry, nazywam się Tomasz i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Marcin konta. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować o zmianach w regulaminie banku, które wchodzą w życie od przyszłego miesiąca. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Zmiany dotyczą głównie opłat za prowadzenie konta...",0.98402,528,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_7411,synthetic_20250813_3588.json,"Dzień dobry, nazywam się Iwona i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander FlexiLimit. Czy mogę rozmawiać z panem/panią Piotr? Tak, słucham. Chciałbym przedstawić panu/pani ofertę Santander FlexiLimit. Nie, dziękuję, nie jestem zainteresowany/a. Rozumiem, ale może warto poznać szczegóły? Santander FlexiLimit oferuje bardzo niskie oprocentowanie. Ile wynosi? Tylko 5.9% w skali roku. To brzmi drogo. W porównaniu do innych banków to bardzo atrakcyjna oferta. Dodatkowo nie ma ukrytych kosztów. Hmm, a jakie są warunki? Dziękuję za rozmowę. Czy mogę przesłać panu/pani szczegółowe informacje?",0.926841,442,90,True,True,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_9945,synthetic_20250624_2702.json,"Dzień dobry, nazywam się Magdalena i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Premium Card. Czy mogę rozmawiać z panem/panią Iwona? Tak, słucham. Chciałbym przedstawić panu/pani ofertę Santander Premium Card. Co to za produkt? Santander Premium Card to nasz flagowy produkt finansowy. Jakie ma zalety? Oferuje bardzo niskie oprocentowanie, brak ukrytych kosztów i elastyczne warunki spłaty. Brzmi interesująco. Czy mogę poznać szczegóły? Oczywiście! Dziękuję za poświęcony czas. Mam nadzieję, że oferta była interesująca.",0.923718,367,80,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_1990,synthetic_20250808_8925.json,"Dzień dobry, nazywam się Paweł i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Małgorzata problemu z aplikacją mobilną. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować, że problem z logowaniem do aplikacji został rozwiązany. Czy aplikacja działa już prawidłowo? Tak, teraz mogę się zalogować bez problemu. Doskonale! Przepraszamy za niedogodności.",0.913732,476,55,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_3937,synthetic_20250718_3334.json,"Dzień dobry, nazywam się Paweł i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Maria konta. Czy mogę rozmawiać z panem/panią? Tak, to ja. Dziękuję. Chciałbym poinformować, że pana/pani konto zostało zaktualizowane i teraz oferuje nowe funkcje. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Świetnie! Nowe funkcje obejmują...",0.983697,327,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_1257,synthetic_20250416_8430.json,"Dzień dobry, nazywam się Marcin i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Marek finansów. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym zaproponować bezpłatną konsultację finansową, która może pomóc w lepszym zarządzaniu pieniędzmi. Czy byłby pan/pani zainteresowany/a? Tak, to może być przydatne. Świetnie! Konsultacja trwa około 30 minut i jest całkowicie bezpłatna...",0.972112,313,57,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_4604,synthetic_20250420_4403.json,"Dzień dobry, nazywam się Paweł i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Elżbieta finansów. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym zaproponować bezpłatną konsultację finansową, która może pomóc w lepszym zarządzaniu pieniędzmi. Czy byłby pan/pani zainteresowany/a? Tak, to może być przydatne. Świetnie! Konsultacja trwa około 30 minut i jest całkowicie bezpłatna...",0.936227,168,57,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_4805,synthetic_20250712_2871.json,"Dzień dobry, nazywam się Barbara i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Paweł bezpieczeństwa transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym przypomnieć o ważnych zasadach bezpieczeństwa przy korzystaniu z bankowości internetowej. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Pamiętaj, aby nigdy nie podawać swoich danych logowania...",0.869705,197,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_7585,synthetic_20250426_3993.json,"Dzień dobry, nazywam się Marcin i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Elżbieta karty płatniczej. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować, że pana/pani karta została zastąpiona nową wersją z lepszymi zabezpieczeniami. Kiedy otrzymam nową kartę? W ciągu 5-7 dni roboczych. Dziękuję za informację.",0.986177,254,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_2994,synthetic_20250723_9700.json,"Dzień dobry, nazywam się Magdalena i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Michał finansów. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym zaproponować bezpłatną konsultację finansową, która może pomóc w lepszym zarządzaniu pieniędzmi. Czy byłby pan/pani zainteresowany/a? Tak, to może być przydatne. Świetnie! Konsultacja trwa około 30 minut i jest całkowicie bezpłatna...",0.987607,426,57,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_6947,synthetic_20250619_3370.json,"Dzień dobry, nazywam się Robert i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Marek inwestycji. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym zaproponować konsultację dotyczącą możliwości inwestycyjnych, które mogą pomóc w pomnażaniu oszczędności. Czy byłby pan/pani zainteresowany/a? Tak, chętnie poznam ofertę. Świetnie! Nasz doradca inwestycyjny może przedstawić różne opcje...",0.856604,180,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_4668,synthetic_20250402_9517.json,"Dzień dobry, nazywam się Piotr i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Małgorzata konta. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować o zmianach w regulaminie banku, które wchodzą w życie od przyszłego miesiąca. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Zmiany dotyczą głównie opłat za prowadzenie konta...",0.937384,482,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_1513,synthetic_20250507_9481.json,"Dzień dobry, nazywam się Anna i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Monika konta. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować o zmianach w regulaminie banku, które wchodzą w życie od przyszłego miesiąca. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Zmiany dotyczą głównie opłat za prowadzenie konta...",0.968908,579,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_7174,synthetic_20250416_7380.json,"Dzień dobry, nazywam się Katarzyna i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Anna planowania finansowego. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym zaproponować spotkanie z naszym doradcą finansowym, który może pomóc w planowaniu przyszłości finansowej. Czy byłby pan/pani zainteresowany/a? Tak, to może być pomocne. Doskonale! Spotkanie jest bezpłatne i trwa około godziny...",0.929396,336,59,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_4943,synthetic_20250406_5599.json,"Dzień dobry, nazywam się Paweł i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Michał bezpieczeństwa transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym przypomnieć o ważnych zasadach bezpieczeństwa przy korzystaniu z bankowości internetowej. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Pamiętaj, aby nigdy nie podawać swoich danych logowania...",0.96964,454,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_6293,synthetic_20250401_5429.json,"Dzień dobry, nazywam się Magdalena i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Protect Plus. Czy mogę rozmawiać z panem/panią Grzegorz? Tak, ale już mam podobny produkt w innym banku. Rozumiem, ale Santander Protect Plus może oferować lepsze warunki. Jakie konkretnie? Oprocentowanie tylko 5.9%, brak opłat za prowadzenie i możliwość zwiększenia limitu. To rzeczywiście lepiej niż mam teraz. Czy mogę poznać więcej szczegółów? Dziękuję za rozmowę. Życzę miłego dnia!",0.938739,154,76,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5590,synthetic_20250530_6535.json,"Dzień dobry, nazywam się Łukasz i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Premium Card. Czy mogę rozmawiać z panem/panią Anna? Tak, ale już mam podobny produkt w innym banku. Rozumiem, ale Santander Premium Card może oferować lepsze warunki. Jakie konkretnie? Oprocentowanie tylko 5.9%, brak opłat za prowadzenie i możliwość zwiększenia limitu. To rzeczywiście lepiej niż mam teraz. Czy mogę poznać więcej szczegółów? Czy chciałby pan/pani, żebym skontaktował się ponownie w dogodnym terminie?",0.90057,220,80,True,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_1808,synthetic_20250322_9297.json,"Dzień dobry, nazywam się Agnieszka i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Małgorzata bezpieczeństwa transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym przypomnieć o ważnych zasadach bezpieczeństwa przy korzystaniu z bankowości internetowej. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Pamiętaj, aby nigdy nie podawać swoich danych logowania...",0.951838,528,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_9630,synthetic_20250505_1473.json,"Dzień dobry, nazywam się Robert i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Protect Plus. Czy mogę rozmawiać z panem/panią Michał? Tak, ale już mam podobny produkt w innym banku. Rozumiem, ale Santander Protect Plus może oferować lepsze warunki. Jakie konkretnie? Oprocentowanie tylko 5.9%, brak opłat za prowadzenie i możliwość zwiększenia limitu. To rzeczywiście lepiej niż mam teraz. Czy mogę poznać więcej szczegółów? Czy mogę zapisać panu/panią wizytę w oddziale, żeby omówić szczegóły?",0.858418,534,80,True,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_3724,synthetic_20250614_9464.json,"Dzień dobry, nazywam się Piotr i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Premium Card. Czy mogę rozmawiać z panem/panią Robert? Tak, ale nie jestem zainteresowany/a żadnymi ofertami. Rozumiem, ale Santander Premium Card to naprawdę wyjątkowy produkt. Może chociaż posłucha pan/pani przez minutę? Hmm, no dobrze, ale szybko. Dziękuję! Santander Premium Card to... Dziękuję za rozmowę. Czy mogę przesłać panu/pani szczegółowe informacje?",0.86817,208,69,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5319,synthetic_20250509_2907.json,"Dzień dobry, nazywam się Piotr i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Jan konta. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować o nowych funkcjach w bankowości internetowej, które mogą być dla pana/pani przydatne. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Nowe funkcje obejmują...",0.898962,570,50,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_1106,synthetic_20250606_7538.json,"Dzień dobry, nazywam się Robert i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Katarzyna błędnej transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym poinformować, że błędna transakcja została zwrócona na pana/pani konto. Czy otrzymał pan/pani potwierdzenie? Tak, widzę zwrot na koncie. Świetnie! Przepraszamy za błąd i dziękujemy za cierpliwość.",0.876576,159,55,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_3249,synthetic_20250507_3386.json,"Dzień dobry, nazywam się Anna i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Andrzej bezpieczeństwa transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym przypomnieć o ważnych zasadach bezpieczeństwa przy korzystaniu z bankowości internetowej. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Pamiętaj, aby nigdy nie podawać swoich danych logowania...",0.910203,274,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_8461,synthetic_20250218_5247.json,"Dzień dobry, nazywam się Magdalena i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Iwona bezpieczeństwa transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym przypomnieć o ważnych zasadach bezpieczeństwa przy korzystaniu z bankowości internetowej. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Pamiętaj, aby nigdy nie podawać swoich danych logowania...",0.913682,381,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_4595,synthetic_20250729_7126.json,"Dzień dobry, nazywam się Ewa i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Łukasz finansów. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym zaproponować bezpłatną konsultację finansową, która może pomóc w lepszym zarządzaniu pieniędzmi. Czy byłby pan/pani zainteresowany/a? Tak, to może być przydatne. Świetnie! Konsultacja trwa około 30 minut i jest całkowicie bezpłatna...",0.947147,485,57,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_7475,synthetic_20250512_5812.json,"Dzień dobry, nazywam się Ewa i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Premium Card. Czy mogę rozmawiać z panem/panią Marek? Tak, ale już mam podobny produkt w innym banku. Rozumiem, ale Santander Premium Card może oferować lepsze warunki. Jakie konkretnie? Oprocentowanie tylko 5.9%, brak opłat za prowadzenie i możliwość zwiększenia limitu. To rzeczywiście lepiej niż mam teraz. Czy mogę poznać więcej szczegółów? Dziękuję za rozmowę. Życzę miłego dnia!",0.895375,232,76,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_7247,synthetic_20250706_2339.json,"Dzień dobry, nazywam się Jan i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Premium Card. Czy mogę rozmawiać z panem/panią Maria? Tak, słucham. Chciałbym przedstawić panu/pani ofertę Santander Premium Card. Nie, dziękuję, nie jestem zainteresowany/a. Rozumiem, ale może warto poznać szczegóły? Santander Premium Card oferuje bardzo niskie oprocentowanie. Ile wynosi? Tylko 5.9% w skali roku. To brzmi drogo. W porównaniu do innych banków to bardzo atrakcyjna oferta. Dodatkowo nie ma ukrytych kosztów. Hmm, a jakie są warunki? Czy mogę zapisać panu/panią wizytę w oddziale, żeby omówić szczegóły?",0.895449,278,94,True,True,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5176,synthetic_20250301_7447.json,"Dzień dobry, nazywam się Łukasz i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Maria błędnej transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym poinformować, że błędna transakcja została zwrócona na pana/pani konto. Czy otrzymał pan/pani potwierdzenie? Tak, widzę zwrot na koncie. Świetnie! Przepraszamy za błąd i dziękujemy za cierpliwość.",0.856604,110,55,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_6772,synthetic_20250424_1027.json,"Dzień dobry, nazywam się Tomasz i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Agnieszka karty płatniczej. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować, że pana/pani karta została zastąpiona nową wersją z lepszymi zabezpieczeniami. Kiedy otrzymam nową kartę? W ciągu 5-7 dni roboczych. Dziękuję za informację.",0.908904,265,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_1071,synthetic_20250515_8824.json,"Dzień dobry, nazywam się Małgorzata i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Adam karty płatniczej. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować, że pana/pani karta została zastąpiona nową wersją z lepszymi zabezpieczeniami. Kiedy otrzymam nową kartę? W ciągu 5-7 dni roboczych. Dziękuję za informację.",0.869618,481,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_8631,synthetic_20250215_1288.json,"Dzień dobry, nazywam się Paweł i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Anna planowania finansowego. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym zaproponować spotkanie z naszym doradcą finansowym, który może pomóc w planowaniu przyszłości finansowej. Czy byłby pan/pani zainteresowany/a? Tak, to może być pomocne. Doskonale! Spotkanie jest bezpłatne i trwa około godziny...",0.935502,338,59,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5212,synthetic_20250717_4317.json,"Dzień dobry, nazywam się Joanna i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Marek aplikacji mobilnej. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym poinformować o nowej aktualizacji aplikacji, która poprawia bezpieczeństwo i dodaje nowe funkcje. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Nowa wersja oferuje...",0.867573,63,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_4309,synthetic_20250312_9282.json,"Dzień dobry, nazywam się Elżbieta i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander FlexiLimit. Czy mogę rozmawiać z panem/panią Elżbieta? Tak, to ja. Świetnie! Chciałbym przedstawić panu/pani specjalną ofertę Santander FlexiLimit. To produkt, który może bardzo pomóc w codziennych finansach. Czy byłby pan/pani zainteresowany/a poznaniem szczegółów? Tak, chętnie posłucham. Doskonale! Santander FlexiLimit oferuje bardzo atrakcyjne warunki... Dziękuję za poświęcony czas. Mam nadzieję, że oferta była interesująca.",0.857003,212,73,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5200,synthetic_20250320_3864.json,"Dzień dobry, nazywam się Joanna i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Paweł inwestycji. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym zaproponować konsultację dotyczącą możliwości inwestycyjnych, które mogą pomóc w pomnażaniu oszczędności. Czy byłby pan/pani zainteresowany/a? Tak, chętnie poznam ofertę. Świetnie! Nasz doradca inwestycyjny może przedstawić różne opcje...",0.904667,390,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_2707,synthetic_20250226_4107.json,"Dzień dobry, nazywam się Jan i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Paweł konta. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować o zmianach w regulaminie banku, które wchodzą w życie od przyszłego miesiąca. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Zmiany dotyczą głównie opłat za prowadzenie konta...",0.948474,486,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_4586,synthetic_20250412_2726.json,"Dzień dobry, nazywam się Agnieszka i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Elżbieta problemu z aplikacją mobilną. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować, że problem z logowaniem do aplikacji został rozwiązany. Czy aplikacja działa już prawidłowo? Tak, teraz mogę się zalogować bez problemu. Doskonale! Przepraszamy za niedogodności.",0.867731,521,55,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5301,synthetic_20250729_7240.json,"Dzień dobry, nazywam się Marcin i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander FlexiLimit. Czy mogę rozmawiać z panem/panią Iwona? Tak, słucham. Chciałbym przedstawić panu/pani ofertę Santander FlexiLimit. Nie, dziękuję, nie jestem zainteresowany/a. Rozumiem, ale może warto poznać szczegóły? Santander FlexiLimit oferuje bardzo niskie oprocentowanie. Ile wynosi? Tylko 5.9% w skali roku. To brzmi drogo. W porównaniu do innych banków to bardzo atrakcyjna oferta. Dodatkowo nie ma ukrytych kosztów. Hmm, a jakie są warunki? Dziękuję za poświęcony czas. Mam nadzieję, że oferta była interesująca.",0.879365,235,91,True,True,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_9238,synthetic_20250630_1338.json,"Dzień dobry, nazywam się Magdalena i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Łukasz planowania finansowego. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym zaproponować spotkanie z naszym doradcą finansowym, który może pomóc w planowaniu przyszłości finansowej. Czy byłby pan/pani zainteresowany/a? Tak, to może być pomocne. Doskonale! Spotkanie jest bezpłatne i trwa około godziny...",0.964488,387,59,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_1191,synthetic_20250514_5712.json,"Dzień dobry, nazywam się Paweł i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Paweł błędnej transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym poinformować, że błędna transakcja została zwrócona na pana/pani konto. Czy otrzymał pan/pani potwierdzenie? Tak, widzę zwrot na koncie. Świetnie! Przepraszamy za błąd i dziękujemy za cierpliwość.",0.913109,579,55,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_3650,synthetic_20250309_7334.json,"Dzień dobry, nazywam się Małgorzata i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Elżbieta konta. Czy mogę rozmawiać z panem/panią? Tak, to ja. Dziękuję. Chciałbym poinformować, że pana/pani konto zostało zaktualizowane i teraz oferuje nowe funkcje. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Świetnie! Nowe funkcje obejmują...",0.957557,447,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_3057,synthetic_20250610_2577.json,"Dzień dobry, nazywam się Jan i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Łukasz bezpieczeństwa transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym przypomnieć o ważnych zasadach bezpieczeństwa przy korzystaniu z bankowości internetowej. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Pamiętaj, aby nigdy nie podawać swoich danych logowania...",0.900539,524,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_2600,synthetic_20250506_8916.json,"Dzień dobry, nazywam się Andrzej i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Marek planowania finansowego. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym zaproponować spotkanie z naszym doradcą finansowym, który może pomóc w planowaniu przyszłości finansowej. Czy byłby pan/pani zainteresowany/a? Tak, to może być pomocne. Doskonale! Spotkanie jest bezpłatne i trwa około godziny...",0.893734,566,59,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5602,synthetic_20250223_9868.json,"Dzień dobry, nazywam się Marcin i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Maria aplikacji mobilnej. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym poinformować o nowej aktualizacji aplikacji, która poprawia bezpieczeństwo i dodaje nowe funkcje. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Nowa wersja oferuje...",0.857715,75,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_4096,synthetic_20250620_3489.json,"Dzień dobry, nazywam się Robert i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Protect Plus. Czy mogę rozmawiać z panem/panią Monika? Tak, ale nie jestem zainteresowany/a żadnymi ofertami. Rozumiem, ale Santander Protect Plus to naprawdę wyjątkowy produkt. Może chociaż posłucha pan/pani przez minutę? Hmm, no dobrze, ale szybko. Dziękuję! Santander Protect Plus to... Dziękuję za rozmowę. Życzę miłego dnia!",0.944064,281,66,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_9488,synthetic_20250603_1365.json,"Dzień dobry, nazywam się Andrzej i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Adam aplikacji mobilnej. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym poinformować o nowej aktualizacji aplikacji, która poprawia bezpieczeństwo i dodaje nowe funkcje. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Nowa wersja oferuje...",0.957919,425,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_1721,synthetic_20250710_5666.json,"Dzień dobry, nazywam się Joanna i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander FlexiLimit. Czy mogę rozmawiać z panem/panią Grzegorz? Tak, słucham. Chciałbym przedstawić panu/pani ofertę Santander FlexiLimit. Co to za produkt? Santander FlexiLimit to nasz flagowy produkt finansowy. Jakie ma zalety? Oferuje bardzo niskie oprocentowanie, brak ukrytych kosztów i elastyczne warunki spłaty. Brzmi interesująco. Czy mogę poznać szczegóły? Oczywiście! Dziękuję za poświęcony czas. Mam nadzieję, że oferta była interesująca.",0.869923,304,77,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_8697,synthetic_20250415_1995.json,"Dzień dobry, nazywam się Jan i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Ewa reklamacji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Dziękuję za zgłoszenie problemu z kartą płatniczą. Chciałbym przeprosić za niedogodności i poinformować, że sprawa została rozwiązana. Czy karta działa już prawidłowo? Tak, teraz wszystko w porządku. Świetnie! Czy mogę jeszcze w czymś pomóc?",0.895846,510,61,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
